CodProvincia,CodMunicipio,CP,Municipio
01,001,01240,Alegría-Dulantzi
01,001,01193,Alegría-Dulantzi
01,002,01450,Amurrio
01,002,01468,Amurrio
01,002,01470,Amurrio
01,003,01160,Aramaio
01,003,01165,Aramaio
01,003,01169,Aramaio
01,004,01474,Artziniega
01,004,01478,Artziniega
01,006,01211,Armiñón
01,006,01220,Armiñón
01,008,01510,Arratzua-Ubarrundia
01,008,01520,Arratzua-Ubarrundia
01,009,01250,Asparrena
01,009,01260,Asparrena
01,009,01208,Asparrena
01,010,01408,Ayala/Aiara
01,010,01470,Ayala/Aiara
01,010,01476,Ayala/Aiara
01,010,01477,Ayala/Aiara
01,010,01478,Ayala/Aiara
01,010,01479,Ayala/Aiara
01,011,01307,Baños de Ebro/Mañueta
01,013,01206,Barrundia
01,013,01208,Barrundia
01,014,01211,Berantevilla
01,014,01220,Berantevilla
01,014,01212,Berantevilla
01,016,01118,Bernedo
01,016,01128,Bernedo
01,016,01194,Bernedo
01,016,01216,Bernedo
01,017,01110,Campezo/Kanpezu
01,017,01117,Campezo/Kanpezu
01,017,01128,Campezo/Kanpezu
01,018,01138,Zigoitia
01,018,01196,Zigoitia
01,019,01308,Kripan
01,020,01439,Kuartango
01,020,01430,Kuartango
01,021,01192,Elburgo/Burgelu
01,021,01193,Elburgo/Burgelu
01,022,01340,Elciego
01,023,01309,Elvillar/Bilar
01,027,01193,Iruraiz-Gauna
01,027,01206,Iruraiz-Gauna
01,027,01207,Iruraiz-Gauna
01,028,01012,Labastida/Bastida
01,028,01212,Labastida/Bastida
01,028,01330,Labastida/Bastida
01,030,01118,Lagrán
01,030,01211,Lagrán
01,031,01309,Laguardia
01,031,01308,Laguardia
01,031,01300,Laguardia
01,031,01321,Laguardia
01,032,01308,Lanciego/Lantziego
01,033,01306,Lapuebla de Labarca
01,034,01309,Leza
01,036,01400,Laudio/Llodio
01,037,01120,Arraia-Maeztu
01,037,01128,Arraia-Maeztu
01,037,01129,Arraia-Maeztu
01,039,01322,Moreda de Álava/Moreda Araba
01,041,01309,Navaridas
01,042,01409,Okondo
01,043,01320,Oyón-Oion
01,043,01322,Oyón-Oion
01,044,01212,Peñacerrada-Urizaharra
01,044,01216,Peñacerrada-Urizaharra
01,044,01211,Peñacerrada-Urizaharra
01,046,01213,Erriberagoitia/Ribera Alta
01,046,01220,Erriberagoitia/Ribera Alta
01,046,01420,Erriberagoitia/Ribera Alta
01,046,01423,Erriberagoitia/Ribera Alta
01,046,01426,Erriberagoitia/Ribera Alta
01,046,01428,Erriberagoitia/Ribera Alta
01,047,01213,Ribera Baja/Erribera Beitia
01,047,01220,Ribera Baja/Erribera Beitia
01,049,01426,Añana
01,049,01423,Añana
01,051,01200,Salvatierra/Agurain
01,051,01207,Salvatierra/Agurain
01,052,01307,Samaniego
01,053,01207,San Millán/Donemiliaga
01,053,01208,San Millán/Donemiliaga
01,054,01440,Urkabustaiz
01,054,01449,Urkabustaiz
01,054,01450,Urkabustaiz
01,055,01423,Valdegovía/Gaubea
01,055,01426,Valdegovía/Gaubea
01,055,01427,Valdegovía/Gaubea
01,055,01428,Valdegovía/Gaubea
01,056,01117,Harana/Valle de Arana
01,057,01307,Villabuena de Álava/Eskuernaga
01,058,01510,Legutio
01,058,01170,Legutio
01,058,01171,Legutio
01,059,01003,Vitoria-Gasteiz
01,059,01520,Vitoria-Gasteiz
01,059,01510,Vitoria-Gasteiz
01,059,01196,Vitoria-Gasteiz
01,059,01195,Vitoria-Gasteiz
01,059,01013,Vitoria-Gasteiz
01,059,01194,Vitoria-Gasteiz
01,059,01193,Vitoria-Gasteiz
01,059,01192,Vitoria-Gasteiz
01,059,01191,Vitoria-Gasteiz
01,059,01015,Vitoria-Gasteiz
01,059,01010,Vitoria-Gasteiz
01,059,01009,Vitoria-Gasteiz
01,059,01008,Vitoria-Gasteiz
01,059,01007,Vitoria-Gasteiz
01,059,01006,Vitoria-Gasteiz
01,059,01004,Vitoria-Gasteiz
01,059,01012,Vitoria-Gasteiz
01,059,01002,Vitoria-Gasteiz
01,059,01001,Vitoria-Gasteiz
01,059,01005,Vitoria-Gasteiz
01,060,01322,Yécora/Iekora
01,061,01208,Zalduondo
01,062,01212,Zambrana
01,063,01139,Zuia
01,063,01450,Zuia
01,063,01130,Zuia
01,901,01195,Iruña Oka/Iruña de Oca
01,901,01230,Iruña Oka/Iruña de Oca
01,901,01428,Iruña Oka/Iruña de Oca
01,901,01191,Iruña Oka/Iruña de Oca
01,902,01213,Lantarón
01,902,01423,Lantarón
02,001,02250,Abengibre
02,002,02152,Alatoz
02,003,02099,Albacete
02,003,02140,Albacete
02,003,02155,Albacete
02,003,02328,Albacete
02,003,02512,Albacete
02,003,02071,Albacete
02,003,02511,Albacete
02,003,02008,Albacete
02,003,02006,Albacete
02,003,02005,Albacete
02,003,02004,Albacete
02,003,02003,Albacete
02,003,02001,Albacete
02,003,02002,Albacete
02,003,02049,Albacete
02,004,02653,Albatana
02,005,02215,Alborea
02,006,02128,Alcadozo
02,006,02124,Alcadozo
02,007,02252,Alcalá del Júcar
02,007,02210,Alcalá del Júcar
02,007,02211,Alcalá del Júcar
02,007,02214,Alcalá del Júcar
02,008,02330,Alcaraz
02,008,02314,Alcaraz
02,008,02312,Alcaraz
02,008,02300,Alcaraz
02,009,02640,Almansa
02,010,02690,Alpera
02,011,02124,Ayna
02,011,02125,Ayna
02,011,02126,Ayna
02,011,02139,Ayna
02,011,02999,Ayna
02,012,02320,Balazote
02,013,02213,Balsa de Ves
02,013,02214,Balsa de Ves
02,014,02614,"Ballestero, El"
02,015,02639,Barrax
02,016,02360,Bienservida
02,017,02130,Bogarra
02,017,02138,Bogarra
02,017,02139,Bogarra
02,017,02448,Bogarra
02,018,02691,Bonete
02,019,02613,"Bonillo, El"
02,019,02610,"Bonillo, El"
02,020,02153,Carcelén
02,021,02151,Casas de Juan Núñez
02,022,02329,Casas de Lázaro
02,023,02212,Casas de Ves
02,024,02200,Casas-Ibáñez
02,025,02660,Caudete
02,026,02247,Cenizate
02,027,02693,Corral-Rubio
02,028,02461,Cotillas
02,029,02510,Chinchilla de Monte-Aragón
02,029,02695,Chinchilla de Monte-Aragón
02,029,02692,Chinchilla de Monte-Aragón
02,029,02520,Chinchilla de Monte-Aragón
02,029,02156,Chinchilla de Monte-Aragón
02,029,02529,Chinchilla de Monte-Aragón
02,030,02430,Elche de la Sierra
02,030,02439,Elche de la Sierra
02,030,02449,Elche de la Sierra
02,030,02470,Elche de la Sierra
02,031,02436,Férez
02,032,02637,Fuensanta
02,033,02651,Fuente-Álamo
02,034,02249,Fuentealbilla
02,034,02260,Fuentealbilla
02,034,02251,Fuentealbilla
02,035,02110,"Gineta, La"
02,036,02253,Golosalvo
02,037,02400,Hellín
02,037,02409,Hellín
02,037,02420,Hellín
02,037,02490,Hellín
02,037,02498,Hellín
02,037,02499,Hellín
02,038,02162,"Herrera, La"
02,039,02690,Higueruela
02,039,02694,Higueruela
02,040,02696,Hoya-Gonzalo
02,041,02248,Jorquera
02,041,02249,Jorquera
02,042,02434,Letur
02,043,02160,Lezuza
02,043,02161,Lezuza
02,044,02124,Liétor
02,044,02142,Liétor
02,044,02410,Liétor
02,045,02230,Madrigueras
02,046,02240,Mahora
02,047,02314,Masegoso
02,048,02620,Minaya
02,049,02448,Molinicos
02,049,02449,Molinicos
02,049,02440,Molinicos
02,050,02638,Montalvos
02,051,02650,Montealegre del Castillo
02,052,02220,Motilleja
02,053,02612,Munera
02,054,02246,Navas de Jorquera
02,055,02536,Nerpio
02,055,02539,Nerpio
02,055,02537,Nerpio
02,055,02535,Nerpio
02,055,02534,Nerpio
02,055,02530,Nerpio
02,055,02538,Nerpio
02,056,02652,Ontur
02,057,02611,Ossa de Montiel
02,058,02136,Paterna del Madera
02,058,02137,Paterna del Madera
02,058,02138,Paterna del Madera
02,058,02459,Paterna del Madera
02,059,02138,Peñascosa
02,059,02313,Peñascosa
02,059,02314,Peñascosa
02,060,02120,Peñas de San Pedro
02,060,02128,Peñas de San Pedro
02,060,02127,Peñas de San Pedro
02,061,02692,Pétrola
02,062,02311,Povedilla
02,063,02129,Pozohondo
02,063,02141,Pozohondo
02,063,02142,Pozohondo
02,064,02154,Pozo-Lorente
02,065,02327,Pozuelo
02,066,02249,"Recueja, La"
02,067,02459,Riópar
02,067,02462,Riópar
02,067,02450,Riópar
02,068,02332,Robledo
02,068,02340,Robledo
02,068,02331,Robledo
02,069,02630,"Roda, La"
02,069,02639,"Roda, La"
02,070,02316,Salobre
02,071,02326,San Pedro
02,072,02435,Socovos
02,072,02437,Socovos
02,073,02100,Tarazona de la Mancha
02,073,02110,Tarazona de la Mancha
02,074,02500,Tobarra
02,074,02514,Tobarra
02,074,02513,Tobarra
02,075,02150,Valdeganga
02,076,02315,Vianos
02,077,02213,Villa de Ves
02,078,02636,Villalgordo del Júcar
02,079,02270,Villamalea
02,080,02350,Villapalacios
02,081,02600,Villarrobledo
02,081,02612,Villarrobledo
02,082,02215,Villatoya
02,083,02154,Villavaliente
02,084,02460,Villaverde de Guadalimar
02,084,02462,Villaverde de Guadalimar
02,085,02310,Viveros
02,086,02480,Yeste
02,086,02482,Yeste
02,086,02484,Yeste
02,086,02485,Yeste
02,086,02486,Yeste
02,086,02487,Yeste
02,086,02488,Yeste
02,086,02489,Yeste
02,901,02099,Pozo Cañada
02,901,02510,Pozo Cañada
03,001,03786,Adsubia
03,002,03698,Agost
03,003,03837,Agres
03,004,03569,Aigües
03,005,03340,Albatera
03,006,03723,Alcalalí
03,006,03728,Alcalalí
03,007,03841,Alcocer de Planes
03,008,03814,Alcoleja
03,009,03818,Alcoy/Alcoi
03,009,03804,Alcoy/Alcoi
03,009,03803,Alcoy/Alcoi
03,009,03802,Alcoy/Alcoi
03,009,03800,Alcoy/Alcoi
03,009,03801,Alcoy/Alcoi
03,010,03838,Alfafara
03,011,03580,"Alfàs del Pi, l'"
03,011,03581,"Alfàs del Pi, l'"
03,012,03169,Algorfa
03,013,03668,Algueña
03,014,03138,Alicante/Alacant
03,014,03015,Alicante/Alacant
03,014,03016,Alicante/Alacant
03,014,03112,Alicante/Alacant
03,014,03113,Alicante/Alacant
03,014,03006,Alicante/Alacant
03,014,03115,Alicante/Alacant
03,014,03409,Alicante/Alacant
03,014,03540,Alicante/Alacant
03,014,03559,Alicante/Alacant
03,014,03699,Alicante/Alacant
03,014,03014,Alicante/Alacant
03,014,03114,Alicante/Alacant
03,014,03004,Alicante/Alacant
03,014,03001,Alicante/Alacant
03,014,03008,Alicante/Alacant
03,014,03003,Alicante/Alacant
03,014,03013,Alicante/Alacant
03,014,03005,Alicante/Alacant
03,014,03007,Alicante/Alacant
03,014,03009,Alicante/Alacant
03,014,03010,Alicante/Alacant
03,014,03011,Alicante/Alacant
03,014,03012,Alicante/Alacant
03,014,03002,Alicante/Alacant
03,015,03160,Almoradí
03,015,03179,Almoradí
03,016,03827,Almudaina
03,017,03829,"Alqueria d'Asnar, l'"
03,018,03590,Altea
03,018,03599,Altea
03,019,03680,Aspe
03,020,03812,Balones
03,021,03450,Banyeres de Mariola
03,022,03814,Benasau
03,023,03460,Beneixama
03,023,03469,Beneixama
03,024,03390,Benejúzar
03,025,03316,Benferri
03,026,03778,Beniarbeig
03,027,03517,Beniardá
03,028,03850,Beniarrés
03,029,03794,Benigembla
03,030,03759,Benidoleig
03,031,03501,Benidorm
03,031,03502,Benidorm
03,031,03503,Benidorm
03,032,03816,Benifallim
03,033,03517,Benifato
03,034,03178,Benijófar
03,035,03810,Benilloba
03,036,03827,Benillup
03,037,03516,Benimantell
03,038,03827,Benimarfull
03,039,03812,Benimassot
03,040,03769,Benimeli
03,041,03720,Benissa
03,042,03726,"Benitachell/Poble Nou de Benitatxell, el"
03,043,03410,Biar
03,044,03380,Bigastro
03,045,03518,Bolulla
03,046,03111,Busot
03,047,03710,Calp
03,048,03510,Callosa d'En Sarrià
03,049,03317,Callosa de Segura
03,049,03360,Callosa de Segura
03,050,03560,"Campello, el"
03,051,03469,"Campo de Mirra/Camp de Mirra, el"
03,052,03409,Cañada
03,053,03420,Castalla
03,054,03793,Castell de Castells
03,055,03158,Catral
03,056,03829,Cocentaina
03,056,03820,Cocentaina
03,057,03517,Confrides
03,058,03350,Cox
03,059,03158,Crevillent
03,059,03330,Crevillent
03,059,03339,Crevillent
03,060,03811,Quatretondeta
03,061,03159,Daya Nueva
03,062,03177,Daya Vieja
03,063,03709,Dénia
03,063,03780,Dénia
03,063,03770,Dénia
03,063,03700,Dénia
03,063,03749,Dénia
03,064,03150,Dolores
03,065,03205,Elche/Elx
03,065,03320,Elche/Elx
03,065,03296,Elche/Elx
03,065,03295,Elche/Elx
03,065,03294,Elche/Elx
03,065,03293,Elche/Elx
03,065,03292,Elche/Elx
03,065,03291,Elche/Elx
03,065,03290,Elche/Elx
03,065,03208,Elche/Elx
03,065,03206,Elche/Elx
03,065,03204,Elche/Elx
03,065,03203,Elche/Elx
03,065,03202,Elche/Elx
03,065,03201,Elche/Elx
03,065,03195,Elche/Elx
03,065,03194,Elche/Elx
03,065,03139,Elche/Elx
03,065,03207,Elche/Elx
03,066,03600,Elda
03,067,03813,Facheca
03,068,03813,Famorca
03,069,03509,Finestrat
03,070,03177,Formentera del Segura
03,070,03179,Formentera del Segura
03,071,03740,Gata de Gorgos
03,072,03840,Gaianes
03,073,03811,Gorga
03,074,03348,Granja de Rocamora
03,075,03517,"Castell de Guadalest, el"
03,076,03140,Guardamar del Segura
03,077,03688,"Fondó de les Neus, el/Hondón de las Nieves"
03,077,03689,"Fondó de les Neus, el/Hondón de las Nieves"
03,078,03689,Hondón de los Frailes
03,079,03440,Ibi
03,080,03310,Jacarilla
03,081,03727,Xaló
03,082,03730,Jávea/Xàbia
03,082,03737,Jávea/Xàbia
03,082,03738,Jávea/Xàbia
03,082,03739,Jávea/Xàbia
03,083,03100,Jijona/Xixona
03,084,03860,"Lorcha/Orxa, l'"
03,085,03729,Llíber
03,086,03812,Millena
03,088,03679,Monforte del Cid
03,088,03670,Monforte del Cid
03,089,03640,Monóvar/Monòver
03,089,03649,Monóvar/Monòver
03,090,03110,Mutxamel
03,091,03792,Murla
03,092,03830,Muro de Alcoy
03,092,03839,Muro de Alcoy
03,093,03660,Novelda
03,094,03530,"Nucia, la"
03,095,03760,Ondara
03,096,03430,Onil
03,097,03795,Orba
03,097,03792,Orba
03,097,03790,Orba
03,097,03791,Orba
03,098,03579,Orxeta
03,099,03312,Orihuela
03,099,03315,Orihuela
03,099,03316,Orihuela
03,099,03689,Orihuela
03,099,03314,Orihuela
03,099,03313,Orihuela
03,099,03310,Orihuela
03,099,03300,Orihuela
03,099,03192,Orihuela
03,099,03191,Orihuela
03,099,03189,Orihuela
03,099,03369,Orihuela
03,099,03311,Orihuela
03,100,03792,Parcent
03,101,03750,Pedreguer
03,102,03780,Pego
03,103,03815,Penàguila
03,104,03610,Petrer
03,105,03658,"Pinós, el/Pinoso"
03,105,03659,"Pinós, el/Pinoso"
03,105,03650,"Pinós, el/Pinoso"
03,105,03657,"Pinós, el/Pinoso"
03,106,03828,Planes
03,107,03520,Polop
03,109,03369,Rafal
03,110,03769,"Ràfol d'Almúnia, El"
03,111,03370,Redován
03,112,03578,Relleu
03,113,03170,Rojales
03,114,03669,"Romana, la"
03,115,03795,Sagra
03,116,03409,Salinas
03,116,03638,Salinas
03,116,03658,Salinas
03,117,03769,Sanet y Negrals
03,118,03177,San Fulgencio
03,119,03550,Sant Joan d'Alacant
03,120,03193,San Miguel de Salinas
03,121,03130,Santa Pola
03,122,03690,San Vicente del Raspeig/Sant Vicent del Raspeig
03,123,03630,Sax
03,124,03579,Sella
03,125,03729,Senija
03,127,03518,Tàrbena
03,128,03724,Teulada
03,128,03725,Teulada
03,129,03109,Tibi
03,130,03813,Tollos
03,131,03795,Tormos
03,132,03108,"Torremanzanas/Torre de les Maçanes, la"
03,133,03180,Torrevieja
03,133,03181,Torrevieja
03,133,03182,Torrevieja
03,133,03183,Torrevieja
03,133,03184,Torrevieja
03,133,03185,Torrevieja
03,133,03186,Torrevieja
03,133,03188,Torrevieja
03,134,03788,"Vall d'Alcalà, la"
03,135,03789,"Vall d'Ebo, la"
03,136,03787,Vall de Gallinera
03,136,03788,Vall de Gallinera
03,137,03791,"Vall de Laguar, la"
03,138,03770,"Verger, el"
03,139,03570,"Villajoyosa/Vila Joiosa, la"
03,140,03400,Villena
03,140,03408,Villena
03,140,03409,Villena
03,140,03639,Villena
03,901,03779,"Poblets, els"
03,902,03190,Pilar de la Horadada
03,902,03191,Pilar de la Horadada
03,903,03187,"Montesinos, Los"
03,904,03349,San Isidro
04,001,04510,Abla
04,002,04533,Abrucena
04,002,04520,Abrucena
04,003,04770,Adra
04,003,04778,Adra
04,003,04779,Adra
04,004,04857,Albánchez
04,004,04858,Albánchez
04,005,04531,Alboloduy
04,005,04558,Alboloduy
04,006,04800,Albox
04,006,04814,Albox
04,006,04812,Albox
04,006,04600,Albox
04,006,04813,Albox
04,006,04692,Albox
04,007,04480,Alcolea
04,007,04768,Alcolea
04,008,04897,Alcóntar
04,008,04898,Alcóntar
04,009,04276,Alcudia de Monteagud
04,010,04567,Alhabia
04,011,04400,Alhama de Almería
04,012,04409,Alicún
04,013,04009,Almería
04,013,04160,Almería
04,013,04150,Almería
04,013,04131,Almería
04,013,04002,Almería
04,013,04130,Almería
04,013,04120,Almería
04,013,04008,Almería
04,013,04007,Almería
04,013,04006,Almería
04,013,04005,Almería
04,013,04003,Almería
04,013,04001,Almería
04,013,04004,Almería
04,014,04458,Almócita
04,015,04568,Alsodux
04,016,04628,Antas
04,016,04629,Antas
04,017,04660,Arboleas
04,018,04888,Armuña de Almanzora
04,019,04889,Bacares
04,020,04479,Bayárcal
04,020,04779,Bayárcal
04,021,04888,Bayarque
04,022,04288,Bédar
04,022,04289,Bédar
04,023,04458,Beires
04,024,04410,Benahadux
04,026,04276,Benitagla
04,027,04276,Benizalón
04,027,04274,Benizalón
04,028,04569,Bentarique
04,029,04713,Berja
04,029,04760,Berja
04,029,04768,Berja
04,029,04769,Berja
04,030,04450,Canjáyar
04,031,04815,Cantoria
04,031,04850,Cantoria
04,031,04858,Cantoria
04,032,04140,Carboneras
04,032,04149,Carboneras
04,033,04212,Castro de Filabres
04,034,04859,Cóbdar
04,035,04610,Cuevas del Almanzora
04,035,04616,Cuevas del Almanzora
04,035,04617,Cuevas del Almanzora
04,035,04618,Cuevas del Almanzora
04,035,04619,Cuevas del Almanzora
04,035,04647,Cuevas del Almanzora
04,035,04648,Cuevas del Almanzora
04,036,04859,Chercos
04,037,04825,Chirivel
04,038,04750,Dalías
04,041,04729,Enix
04,043,04728,Felix
04,044,04869,Fines
04,045,04500,Fiñana
04,046,04460,Fondón
04,046,04479,Fondón
04,047,04560,Gádor
04,048,04280,"Gallardos, Los"
04,048,04288,"Gallardos, Los"
04,048,04289,"Gallardos, Los"
04,049,04630,Garrucha
04,050,04558,Gérgal
04,050,04550,Gérgal
04,050,04549,Gérgal
04,050,04559,Gérgal
04,051,04409,Huécija
04,052,04230,Huércal de Almería
04,053,04600,Huércal-Overa
04,053,04662,Huércal-Overa
04,053,04690,Huércal-Overa
04,053,04691,Huércal-Overa
04,053,04692,Huércal-Overa
04,053,04693,Huércal-Overa
04,053,04694,Huércal-Overa
04,053,04964,Huércal-Overa
04,054,04431,Illar
04,055,04430,Instinción
04,056,04868,Laroya
04,057,04470,Láujar de Andarax
04,058,04859,Líjar
04,059,04271,Lubrín
04,060,04114,Lucainena de las Torres
04,060,04210,Lucainena de las Torres
04,060,04211,Lucainena de las Torres
04,061,04877,Lúcar
04,061,04887,Lúcar
04,062,04867,Macael
04,063,04838,María
04,063,04839,María
04,064,04638,Mojácar
04,064,04639,Mojácar
04,065,04540,Nacimiento
04,066,04149,Níjar
04,066,04151,Níjar
04,066,04147,Níjar
04,066,04119,Níjar
04,066,04118,Níjar
04,066,04117,Níjar
04,066,04115,Níjar
04,066,04114,Níjar
04,066,04113,Níjar
04,066,04188,Níjar
04,066,04110,Níjar
04,066,04100,Níjar
04,066,04116,Níjar
04,067,04459,Ohanes
04,068,04212,Olula de Castro
04,069,04860,Olula del Río
04,070,04810,Oria
04,070,04811,Oria
04,070,04813,Oria
04,070,04899,Oria
04,070,04640,Oria
04,071,04458,Padules
04,072,04810,Partaloa
04,073,04479,Paterna del Río
04,073,04779,Paterna del Río
04,074,04250,Pechina
04,074,04259,Pechina
04,075,04640,Pulpí
04,075,04647,Pulpí
04,075,04648,Pulpí
04,075,04649,Pulpí
04,076,04870,Purchena
04,077,04440,Rágol
04,078,04260,Rioja
04,079,04741,Roquetas de Mar
04,079,04743,Roquetas de Mar
04,079,04740,Roquetas de Mar
04,079,04720,Roquetas de Mar
04,080,04568,Santa Cruz de Marchena
04,081,04420,Santa Fe de Mondújar
04,082,04213,Senés
04,083,04890,Serón
04,083,04897,Serón
04,083,04898,Serón
04,083,04899,Serón
04,084,04878,Sierro
04,085,04877,Somontín
04,086,04277,Sorbas
04,086,04279,Sorbas
04,086,04289,Sorbas
04,086,04278,Sorbas
04,086,04270,Sorbas
04,086,04149,Sorbas
04,086,04248,Sorbas
04,086,04271,Sorbas
04,087,04878,Suflí
04,088,04200,Tabernas
04,088,04211,Tabernas
04,089,04661,Taberno
04,089,04692,Taberno
04,090,04275,Tahal
04,090,04279,Tahal
04,091,04569,Terque
04,091,04659,Terque
04,092,04880,Tíjola
04,092,04887,Tíjola
04,092,04889,Tíjola
04,092,04275,Tíjola
04,093,04639,Turre
04,094,04211,Turrillas
04,095,04274,Uleila del Campo
04,095,04279,Uleila del Campo
04,096,04879,Urrácal
04,097,04212,Velefique
04,098,04829,Vélez-Blanco
04,098,04839,Vélez-Blanco
04,098,04830,Vélez-Blanco
04,099,04820,Vélez-Rubio
04,099,04826,Vélez-Rubio
04,099,04827,Vélez-Rubio
04,099,04828,Vélez-Rubio
04,099,04829,Vélez-Rubio
04,100,04620,Vera
04,101,04240,Viator
04,102,04727,Vícar
04,102,04738,Vícar
04,103,04650,Zurgena
04,103,04661,Zurgena
04,103,04662,Zurgena
04,901,04530,"Tres Villas, Las"
04,901,04532,"Tres Villas, Las"
04,902,04700,"Ejido, El"
04,902,04710,"Ejido, El"
04,902,04711,"Ejido, El"
04,902,04712,"Ejido, El"
04,902,04715,"Ejido, El"
04,902,04716,"Ejido, El"
04,903,04745,"Mojonera, La"
04,903,04746,"Mojonera, La"
05,001,05296,Adanero
05,002,05430,"Adrada, La"
05,005,05358,Albornos
05,007,05580,Aldeanueva de Santa Cruz
05,008,05212,Aldeaseca
05,010,05593,"Aldehuela, La"
05,012,05560,Amavida
05,013,05416,"Arenal, El"
05,014,05400,Arenas de San Pedro
05,014,05418,Arenas de San Pedro
05,015,05153,Arevalillo
05,016,05200,Arévalo
05,017,05340,Aveinte
05,017,05357,Aveinte
05,018,05580,Avellaneda
05,019,05001,Ávila
05,019,05002,Ávila
05,019,05003,Ávila
05,019,05004,Ávila
05,019,05005,Ávila
05,019,05160,Ávila
05,019,05194,Ávila
05,019,05195,Ávila
05,019,05197,Ávila
05,021,05600,"Barco de Ávila, El"
05,022,05110,"Barraco, El"
05,022,05278,"Barraco, El"
05,023,05229,Barromán
05,024,05610,Becedas
05,024,05694,Becedas
05,025,05153,Becedillas
05,026,05229,Bercial de Zapardiel
05,027,05162,"Berlanas, Las"
05,029,05211,Bernuy-Zapardiel
05,030,05194,Berrocalejo de Aragona
05,033,05146,Blascomillán
05,033,05380,Blascomillán
05,034,05299,Blasconuño de Matacabras
05,035,05290,Blascosancho
05,036,05165,"Bohodón, El"
05,037,05630,Bohoyo
05,037,05690,Bohoyo
05,038,05514,Bonilla de la Sierra
05,038,05570,Bonilla de la Sierra
05,039,05357,Brabos
05,040,05140,Bularros
05,040,05340,Bularros
05,041,05113,Burgohondo
05,041,05513,Burgohondo
05,042,05217,Cabezas de Alambre
05,043,05211,Cabezas del Pozo
05,044,05148,Cabezas del Villar
05,045,05165,Cabizuela
05,046,05212,Canales
05,047,00548,Candeleda
05,047,05480,Candeleda
05,047,05489,Candeleda
05,048,05211,Cantiveros
05,049,05320,Cardeñosa
05,051,05620,"Carrera, La"
05,052,05571,Casas del Puerto
05,053,05140,Casasola
05,054,05450,Casavieja
05,055,05428,Casillas
05,055,05429,Casillas
05,056,05229,Castellanos de Zapardiel
05,057,05260,Cebreros
05,058,05132,Cepeda la Mora
05,059,05149,Cillán
05,060,05211,Cisla
05,061,05192,"Colilla, La"
05,062,05309,Collado de Contreras
05,063,05153,Collado del Mirón
05,064,05217,Constanzana
05,065,05309,Crespos
05,065,05300,Crespos
05,066,05414,Cuevas del Valle
05,067,05141,Chamartín
05,069,05217,Donjimeno
05,070,05215,Donvidas
05,072,05296,Espinosa de los Caballeros
05,073,05370,Flores de Ávila
05,074,05310,Fontiveros
05,075,05427,Fresnedilla
05,076,05197,"Fresno, El"
05,077,05212,Fuente el Saúz
05,078,05212,Fuentes de Año
05,079,05141,Gallegos de Altamiros
05,080,05147,Gallegos de Sobrinos
05,081,05134,Garganta del Villar
05,082,05640,Gavilanes
05,082,05460,Gavilanes
05,083,05197,Gemuño
05,084,05619,Gilbuena
05,085,05693,Gil García
05,086,05380,Gimialcón
05,087,05163,Gotarrendura
05,088,05357,Grandes y San Martín
05,089,05417,Guisando
05,090,05296,Gutierre-Muñoz
05,092,05164,Hernansancho
05,093,05196,Herradón de Pinares
05,093,05294,Herradón de Pinares
05,093,05268,Herradón de Pinares
05,094,05146,Herreros de Suso
05,095,05427,Higuera de las Dueñas
05,096,05131,"Hija de Dios, La"
05,097,05695,"Horcajada, La"
05,097,05696,"Horcajada, La"
05,099,05210,Horcajo de las Torres
05,100,05415,"Hornillo, El"
05,101,05123,Hoyocasero
05,102,05250,"Hoyo de Pinares, El"
05,103,05516,Hoyorredondo
05,104,05634,Hoyos del Collado
05,105,05634,Hoyos del Espino
05,105,05364,Hoyos del Espino
05,106,05132,Hoyos de Miguel Muñoz
05,107,05147,Hurtumpascual
05,108,05694,Junciana
05,109,05213,Langa
05,110,05490,Lanzahíta
05,112,05692,"Losar del Barco, El"
05,113,05690,"Llanos de Tormes, Los"
05,114,05220,Madrigal de las Altas Torres
05,115,05291,Maello
05,116,05153,Malpartida de Corneja
05,117,05298,Mamblas
05,118,05146,Mancera de Arriba
05,119,05145,Manjabálago
05,120,05140,Marlín
05,121,05140,Martiherrero
05,122,05151,Martínez
05,122,05152,Martínez
05,123,05194,Mediana de Voltoya
05,124,05619,Medinilla
05,125,05131,Mengamuñoz
05,126,05514,Mesegar de Corneja
05,127,05461,Mijares
05,128,05161,Mingorría
05,128,05280,Mingorría
05,129,05154,"Mirón, El"
05,129,05153,"Mirón, El"
05,130,05191,Mironcillo
05,131,05146,Mirueña de los Infanzones
05,132,05410,Mombeltrán
05,132,05491,Mombeltrán
05,133,05163,Monsalupe
05,134,05299,Moraleja de Matacabras
05,135,05540,Muñana
05,136,05145,Muñico
05,138,05530,Muñogalindo
05,139,05309,Muñogrande
05,139,05357,Muñogrande
05,140,05358,Muñomer del Peco
05,141,05192,Muñopepe
05,142,05380,Muñosancho
05,143,05560,Muñotello
05,144,05154,Narrillos del Álamo
05,145,05141,Narrillos del Rebollar
05,147,05370,Narros del Castillo
05,148,05131,Narros del Puerto
05,149,05358,Narros de Saldueña
05,151,05571,Navacepedilla de Corneja
05,152,05216,Nava de Arévalo
05,153,05697,Nava del Barco
05,154,05134,Navadijos
05,155,05514,Navaescurial
05,156,05429,Navahondilla
05,157,05134,Navalacruz
05,158,05120,Navalmoral
05,159,05697,Navalonguilla
05,160,05123,Navalosa
05,161,05240,Navalperal de Pinares
